Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
Tag,Engineering,00313355,qlarson@example.org,"MECHANICAL E, El, Design and Development, SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO, Software, A, AN, Op, G, ##D & T, D, ##EA, El, Analysis, Industrial Robotic Assembly, Illinois Institute of Technology, SCARA, P, Illinois Institute of Technology",5.0,"Materials, ##uchi",No,https://linkedin.com/in/jasonmurphy,"Certified, Certifications, Training","Master's, Bachelor, (PhD),","MECHANICAL E, El, Design and Development, SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO, Software, A, AN, Op, G, ##D & T, D, ##EA, El, Analysis, Industrial Robotic Assembly, Illinois Institute of Technology, SCARA, P, Illinois Institute of Technology"
Warren Dixon,"Technician, Engineering",943.243.4319,barrettsarah@example.net,"##NICI, Engineering",11,Cybersecurity,No,https://linkedin.com/in/ayerspaul,Certified Machine Learning,Ph.D. AI,"##NICI, Engineering"
Re,"Manager, Analyst",001-963-978-3880x2880,martinpamela@example.com,"##ckiser, Regal Beloit, Public, ##unta, CP, Oracle, JDE, Global Shop",18,"Fortune, Fortune, General Accepted Accounting Principles, S, A, Microsoft Office",No,https://linkedin.com/in/fburns,"Certified, Certifications","Master, Master","##ckiser, Regal Beloit, Public, ##unta, CP, Oracle, JDE, Global Shop"
Kim Miller,"Owner/Manager, Manager",1996-1998,jamespeters@example.net,"Management, Resource, ##rban, Oxley, State, Accounting & Finance, Support County N, ##tiations Committee, A, ##FSCM, County Board, ECO, Board, County, Finance & Human Resources Company, State First Human Resource & Accounting, CP",2,Data Analysis,No,https://linkedin.com/in/xmiller,"Training/Development, Training",Bachelors,"Management, Resource, ##rban, Oxley, State, Accounting & Finance, Support County N, ##tiations Committee, A, ##FSCM, County Board, ECO, Board, County, Finance & Human Resources Company, State First Human Resource & Accounting, CP"
Lisa Hughes,Managers,001-479-778-7194x125,lauracombs@example.com,"ME, MS Word, Excel, Outlook, PowerPoint, Internet, Final Cut Seven, Movie Magic, Magic, ##P",15,"A, Adobe, Adobe Premier, Arabic, English, French",No,https://linkedin.com/in/simmonsdevin,Certified Machine Learning,B.Sc. Computer Science,"ME, MS Word, Excel, Outlook, PowerPoint, Internet, Final Cut Seven, Movie Magic, Magic, ##P"
Connie Brown,"Technician, Manager",001-254-642-1506x534,jgomez@example.com,"Tech, Financial Edge, QuickBook, Financial Edge, Accounting Tech",11,"Microsoft Word, Microsoft Excel",No,https://linkedin.com/in/uedwards,Certified,"Diplomatically, Bachelor's, Degree","Tech, Financial Edge, QuickBook, Financial Edge, Accounting Tech"
Elizabeth Pham,Analyst,467-275-3259,bthomas@example.org,"PeopleSoft, E, I, T, Special Projects",20,US GAAP,No,https://linkedin.com/in/waltergeorge,Certified Machine Learning,M.Sc. Data Science,"PeopleSoft, E, I, T, Special Projects"
Bobby Garcia,"Consultant, Specialist, Manager",2014-2015,zlopez@example.net,"Human Resource Professional, Human Resource Professional, Action, OSHA, Consultant Company, State, Community Outreach Volunteer, Compensation and Benefits Specialist Company, Incorporated",11,ISO 9000,No,https://linkedin.com/in/michael16,Certified,"Master, Bachelor","Human Resource Professional, Human Resource Professional, Action, OSHA, Consultant Company, State, Community Outreach Volunteer, Compensation and Benefits Specialist Company, Incorporated"
Larry Davis,,(425)523-4598x6683,hwright@example.org,"Public A, ##unta, Oracle Financials, Microsoft Office, Microsoft Dynamics, P, ##each Tree Accounting, IFAS",9,SQL,No,https://linkedin.com/in/daniel30,Certified,Bachelor,"Public A, ##unta, Oracle Financials, Microsoft Office, Microsoft Dynamics, P, ##each Tree Accounting, IFAS"
Rahman,Consultant,+1-688-209-4978x8625,markbeck@example.org,"George Washington University, Bangladesh Medical College, University of Dhaka, MBBS, Medicine & Psychiatry, ##cel, Power, ##P, Public Health Campaign, UNICEF & WHO, EP, D, BC, E, E, E",15,"Microsoft Word, Point, Experience, GMP, GM, Ex, Program on",No,https://linkedin.com/in/fguerrero,Training,MBA,"George Washington University, Bangladesh Medical College, University of Dhaka, MBBS, Medicine & Psychiatry, ##cel, Power, ##P, Public Health Campaign, UNICEF & WHO, EP, D, BC, E, E, E"
Alexandra Wilson,"Engineer, Manager, Manager,, Engineering",(344)748-3866,johnsonchristopher@example.net,"M, IP, BCD, Imagine, Nexio, Nexio, NAS, Nexio, B, ##per, Scrum, Sc, ##M, B, ##per, Me, ##l / Jenkins",20,"Windows, XML, J",No,https://linkedin.com/in/bryantmichael,Certified Python,"(ScrumMaster),","M, IP, BCD, Imagine, Nexio, Nexio, NAS, Nexio, B, ##per, Scrum, Sc, ##M, B, ##per, Me, ##l / Jenkins"
Tiffany French,"Consultant, Manager",+1-947-675-2249,robertsdarren@example.com,"Media, T, Audience Me, ##ment, IRS, TGI, Index, Google Analytics, Microsoft Excel, Powerpoint, Outlook, Project, V, FMCG, Automobile, Retail, Marketing, Management Information Systems, JAVA Web Technologies, CS, M, ##SQL, Google Analytics, T, TGI, RAM, IRS Operating Systems, ER, IBM",18,"Indian Readership Survey, Target Group, SQL, Que, Language, Core Java, ##L, Windows 7, Windows Vista, Windows XP, Apple OS X, MBA, International Business, Windows 7, Windows Vista, Windows XP, Apple OS X, Management System",No,https://linkedin.com/in/esullivan,Course,"Masters, Degree","Media, T, Audience Me, ##ment, IRS, TGI, Index, Google Analytics, Microsoft Excel, Powerpoint, Outlook, Project, V, FMCG, Automobile, Retail, Marketing, Management Information Systems, JAVA Web Technologies, CS, M, ##SQL, Google Analytics, T, TGI, RAM, IRS Operating Systems, ER, IBM"
Joyce Mccarthy,Managerial,(894)984-4144x51169,lisa73@example.net,"Vanderbilt University, Vanderbilt, Digital, State, Link, ##in, University, Vanderbilt, & Public, State, Microsoft",16,Data Analysis,No,https://linkedin.com/in/gregoryriley,Certifications:,Bachelor,"Vanderbilt University, Vanderbilt, Digital, State, Link, ##in, University, Vanderbilt, & Public, State, Microsoft"
Darryl Sosa,"Manager, Managers., Managers",2008-2009,michaeljohnson@example.org,"MEDIA, ##PI, ##NI, ##Nitro, KPMG, Citizens Bank, The Institutes, Move, Â, I, State, Ad Sales Team, Ad Sales Team, Ziff Davis Organization, Ziff Davis, Ad Sales, Development, Marketing, Ziff Davis",12,Python,No,https://linkedin.com/in/krivera,Certification,Bachelors,"MEDIA, ##PI, ##NI, ##Nitro, KPMG, Citizens Bank, The Institutes, Move, Â, I, State, Ad Sales Team, Ad Sales Team, Ziff Davis Organization, Ziff Davis, Ad Sales, Development, Marketing, Ziff Davis"
Sylvia Russell,"Engineer, Engineering, Engineers.",964.555.9673x72423,stephaniemunoz@example.net,"Visual, Studio, Word, ##cel, PowerPoint, SAS, AutoCA",7,"##TE, Basic",No,https://linkedin.com/in/murphyronald,"Certified, Certifications, Training","Master, Bachelor","Visual, Studio, Word, ##cel, PowerPoint, SAS, AutoCA"
Joseph Orozco,"Developers,, Specialists,",(398)965-0859x7186,craig90@example.net,"D, ##ITAL PREMED, Photoshop, InDesign, Dreamweaver, Fireworks & Flash, A, ##robat & Distiller, Esko Automation Engine, Ex, Access, Power, SAP, Lotus Notes, S, ##P, Graphics, G",13,"Adobe Creative Suite, Management System, Microsoft Office Suite, Word, ##cel, ##Point, ##oint, Mac, Windows",No,https://linkedin.com/in/joseph09,"Training:, Certified, Training",Bachelor,"D, ##ITAL PREMED, Photoshop, InDesign, Dreamweaver, Fireworks & Flash, A, ##robat & Distiller, Esko Automation Engine, Ex, Access, Power, SAP, Lotus Notes, S, ##P, Graphics, G"
Valerie Smith,,+1-347-289-1324x8901,cgilbert@example.org,"I, T, H, I. T. Help Desk, Â, IT, PeopleSoft, Office of Operations, Service Desk",13,"MS, Resource 25, Resource 25, Resource 25, Resource 25, Resource 25, Resource 25, Benedictine, Resource 25, Resource 25",No,https://linkedin.com/in/wcastaneda,"Certified, Certifications",Bachelor,"I, T, H, I. T. Help Desk, Â, IT, PeopleSoft, Office of Operations, Service Desk"
Grace Obrien MD,"Technician, Specialist, Consultant, Manager",001-244-335-8478x30243,jamesflores@example.org,"Apple Workstations, Apple Server, iPad, iPhone, Mobile Device Management, Apple Remote Desktop, XSA, D, VP, A, SM, F, N, SA, H, P, Alvar, U, ##qui, Filemaker, MS, Adobe, Final, Maya, State, Filemaker, Filemaker Server",12,"Macintosh Ex, Point, To, Point, Apple Certified, Apple Certified, Apple Certified, Apple Certified, Des, Apple Certified Macintosh, Open Directory, Pro, Server, Office Suite, Suite, Cut Pro, Macintosh, Windows, Point, To, Point, Macintosh, Windows",Yes,https://linkedin.com/in/michaeljenkins,"Certified, Training","Bachelor, Degree","Apple Workstations, Apple Server, iPad, iPhone, Mobile Device Management, Apple Remote Desktop, XSA, D, VP, A, SM, F, N, SA, H, P, Alvar, U, ##qui, Filemaker, MS, Adobe, Final, Maya, State, Filemaker, Filemaker Server"
Rick Padilla,Specialist,+1-617-267-4085,cindyconner@example.org,"Heritage University, and Justice, Central Washington University, and Justice, State",11,Machine Learning,No,https://linkedin.com/in/maryjensen,Certified Cloud Computing,"Master, Bachelor","Heritage University, and Justice, Central Washington University, and Justice, State"
Stephanie Galloway,"Specialist, Manager,",661.640.2365x04767,ojohnson@example.net,Inc,3,US,No,https://linkedin.com/in/ihurley,Training,Bachelor,Inc
Eliyah,Consultant,302-327-7835x400,jwilkins@example.net,"P & L, Creative Solutions, P & L, KPI, Edwards",20,Goal,No,https://linkedin.com/in/bakerrobert,Certified Cloud Computing,MBA,"P & L, Creative Solutions, P & L, KPI, Edwards"
Jeremy Wong,Manager,656.440.9833x9506,jennifer23@example.net,"Superior Court, Government Development Bank of Puerto Rico, Skills Budget Control & Administration, General Ledger, Finance Department, ADP, Planning Department",3,"Generally A, ##ed Accounting Principles",No,https://linkedin.com/in/angela96,Training,Bachelor,"Superior Court, Government Development Bank of Puerto Rico, Skills Budget Control & Administration, General Ledger, Finance Department, ADP, Planning Department"
Shawn Howell,Manager,919.552.4496,pamelawilson@example.net,"Banking Operations, Cash Management, Treasury Management, Credit Administration, Trade Finance, Forex operations, Risk Management, ALM, KYC, C, Management, Asset, Escrow, Trust Accounts, Facility Management, Legal Compliance, Owners Association, P",4,Cybersecurity,No,https://linkedin.com/in/danielmccarthy,"Certification, Certifications, Training",Ph.D. AI,"Banking Operations, Cash Management, Treasury Management, Credit Administration, Trade Finance, Forex operations, Risk Management, ALM, KYC, C, Management, Asset, Escrow, Trust Accounts, Facility Management, Legal Compliance, Owners Association, P"
Tyler Martinez,Specialist,3234004579,hughesnatalie@example.org,Tesla,7,Mass Index,No,https://linkedin.com/in/michaeljones,"Training, TrainingÂ","Masters, Bachelor",Oxford
James Martinez,,331.266.7977x5966,yalexander@example.net,"##DI, Google, State, Can, Cyfe, MailChim, State, Park, Facebook, State, Rhode, College, State, United States, National, Association",4,"Spanish, Google, Spanish",No,https://linkedin.com/in/iperry,Certified Cybersecurity,Bachelor,"##DI, Google, State, Can, Cyfe, MailChim, State, Park, Facebook, State, Rhode, College, State, United States, National, Association"
Eric Kelly,"Consultant, Manager, Analyst,, Analyst",396-773-8472x525,caroline07@example.com,"Ce, Powerchart, PowerChart Office, In, Center, Power, Powerp, Z, Easy, ##rock, Collection, Ce, PowerChart, PowerChart Office, CareNet, Ce, H, DCP, ##ols, SC, Editor, PowerPlan, PowerO, CVNET Too, Too, Reference, Too, CMT No, CS P, ##ing Too, Core, B, Ex, Bedrock, Center, Windows",7,"State, ##s, CE",Yes,https://linkedin.com/in/johnbell,"Training,, Training",Bachelor,"Ce, Powerchart, PowerChart Office, In, Center, Power, Powerp, Z, Easy, ##rock, Collection, Ce, PowerChart, PowerChart Office, CareNet, Ce, H, DCP, ##ols, SC, Editor, PowerPlan, PowerO, CVNET Too, Too, Reference, Too, CMT No, CS P, ##ing Too, Core, B, Ex, Bedrock, Center, Windows"
Brandi Cervantes,"Technician, Specialist",001-306-536-6563x473,gmccullough@example.org,"Summary College, State McAlister, s Del, Texas A & M University Corpus Christi, Texas A & M, Texas A & M Lone Star Community College, Jersey Village, Microsoft",4,"Rising Star Scholarship, Rising Star Scholarship",No,https://linkedin.com/in/marilyn91,Certified Machine Learning,"Bachelor, Diploma","Summary College, State McAlister, s Del, Texas A & M University Corpus Christi, Texas A & M, Texas A & M Lone Star Community College, Jersey Village, Microsoft"
Keith Ochoa,"Manager,, Developer,",+1-870-456-0857,markwood@example.org,"Oracle Database Administration, Ellu, ##cian Banner, Oracle, P, Mathematica, Oracle, P, My, Red Hat, Windows, WA, Oracle, SQL Developer, Visual Studio, Eclipse, NetBeans, Dev, Note, Microsoft Office, State, Luminis Platform, DegreeWorks, DegreeWorks, Oracle, DegreeWorks, Oracle, R, Oracle",12,"IN, System Administration, Unix, Linux System Administration, MySQL, Application Express, APEX, C, C, C, NE, Java, Python, ##HP, ##L, ##QL, ##SQL, XHTML, Windows, UNIX, Linux, Server, ##MP, C, Linux, XML",No,https://linkedin.com/in/christian92,Certified Cloud Computing,"DegreeWorks, DegreeWorks, DegreeWorks, Certificates, Certificates,, Bachelor","Oracle Database Administration, Ellu, ##cian Banner, Oracle, P, Mathematica, Oracle, P, My, Red Hat, Windows, WA, Oracle, SQL Developer, Visual Studio, Eclipse, NetBeans, Dev, Note, Microsoft Office, State, Luminis Platform, DegreeWorks, DegreeWorks, Oracle, DegreeWorks, Oracle, R, Oracle"
Ryan Frazier,"Consultant, Manager, Engineering,, Manager,",965.877.8852,ngriffin@example.org,"American Global Computer Security Software Fortune 500, American Consumer Food Products and Services Company, AD, E, Google, ##ly, Deloitte Digital, IBM",4.0,"Trans, Conversion, Ana, ##tics",No,https://linkedin.com/in/elizabethparker,Certified Cybersecurity,"Master, Master","American Global Computer Security Software Fortune 500, American Consumer Food Products and Services Company, AD, E, Google, ##ly, Deloitte Digital, IBM"
Angela Evans,"Specialist, Manager",001-216-394-2834x130,rsmith@example.net,"SR, G, Vanderbilt University, Vanderbilt, ##sh, Vanderbilt, Association of College Unions International, Association of College Unions International, Association of College Unions International, Association of College Unions International, State, Students, Active Citizenship & Service, Arts & Campus Events, Assessment, Special Projects, Black Cultural Center, Center for Student Wellbeing, Cha, & Religious Life, Office of University Central Administration, Conferences Office, Greek Life, Housing and Residential Education, Initiatives, Cultural Co, International Student & Scholar Services, LGBT, Life, Project Safe Center, Reservations & Events, Centers, Leadership Development, Organizations, Programs, Margaret C, AC",8,"Microsoft Word, Calendar",No,https://linkedin.com/in/daniel50,Certified SQL,MBA,"SR, G, Vanderbilt University, Vanderbilt, ##sh, Vanderbilt, Association of College Unions International, Association of College Unions International, Association of College Unions International, Association of College Unions International, State, Students, Active Citizenship & Service, Arts & Campus Events, Assessment, Special Projects, Black Cultural Center, Center for Student Wellbeing, Cha, & Religious Life, Office of University Central Administration, Conferences Office, Greek Life, Housing and Residential Education, Initiatives, Cultural Co, International Student & Scholar Services, LGBT, Life, Project Safe Center, Reservations & Events, Centers, Leadership Development, Organizations, Programs, Margaret C, AC"
Melissa Alvarado,Specialist,6485436095,jill13@example.com,"CNA, C",4,"ST, HIV",No,https://linkedin.com/in/delgadoamber,"Certification, Certifications","Bachelor, Master, Bachelor","CNA, C"
Vanessa Cohen,"Engineering,, Pro/Engineer, Engineer, Engineer,, Engineers,, Engineering, Managers.",765.441.9818,yhunt@example.net,"MECHANICAL DE, Co, ##ion and Fluids and Thermal Sciences, Engineering, MATLAB, PTC Creo, Revit, Autodesk Inventor, GD & T, Solidworks, Microstation, AN, Mechanical, Microsoft, PowerPoint, Design Engineering, AS, Drafting & Doc, ##ntation, V, P & ID, AN, &, Manufacturing Engineering, Co, ##act In, Dry, Machine",14,"Office, ##ME Engineering Design, ##ume, Standards, ##SI Docume, Control, Management System",No,https://linkedin.com/in/abenitez,Certified Project Management,"Master, Bachelor","MECHANICAL DE, Co, ##ion and Fluids and Thermal Sciences, Engineering, MATLAB, PTC Creo, Revit, Autodesk Inventor, GD & T, Solidworks, Microstation, AN, Mechanical, Microsoft, PowerPoint, Design Engineering, AS, Drafting & Doc, ##ntation, V, P & ID, AN, &, Manufacturing Engineering, Co, ##act In, Dry, Machine"
